region_id,scenario_id,year,heat_index,drought_index
EL11,business_as_usual,2025,0.47090792838874634,0.3767263427109971
EL11,business_as_usual,2026,0.4632352941176468,0.37058823529411744
EL11,business_as_usual,2027,0.32320971867007675,0.2585677749360614
EL11,business_as_usual,2028,0.41048593350383633,0.32838874680306906
EL11,business_as_usual,2029,0.4133631713554985,0.33069053708439883
EL11,business_as_usual,2030,0.43606138107416836,0.34884910485933474
EL11,business_as_usual,2031,0.4235933503836317,0.3388746803069054
EL11,business_as_usual,2032,0.53388746803069,0.427109974424552
EL11,business_as_usual,2033,0.5287723785166237,0.423017902813299
EL11,business_as_usual,2034,0.4146419437340153,0.3317135549872123
EL11,business_as_usual,2035,0.47442455242966763,0.37953964194373413
EL11,business_as_usual,2036,0.4750639386189257,0.3800511508951406
EL11,business_as_usual,2037,0.5230179028132991,0.4184143222506393
EL11,business_as_usual,2038,0.721227621483376,0.5769820971867009
EL11,business_as_usual,2039,0.5856777493606136,0.46854219948849085
EL11,business_as_usual,2040,0.6579283887468028,0.5263427109974422
EL11,business_as_usual,2041,0.6633631713554987,0.530690537084399
EL11,business_as_usual,2042,0.6716751918158563,0.537340153452685
EL11,business_as_usual,2043,0.5284526854219949,0.4227621483375959
EL11,business_as_usual,2044,0.6147698209718665,0.49181585677749323
EL11,business_as_usual,2045,0.6422634271099745,0.5138107416879797
EL11,business_as_usual,2046,0.6799872122762146,0.5439897698209717
EL11,business_as_usual,2047,0.7589514066496162,0.607161125319693
EL11,business_as_usual,2048,0.6208439897698204,0.4966751918158563
EL11,business_as_usual,2049,0.5754475703324806,0.4603580562659845
EL11,business_as_usual,2050,0.7081202046035804,0.5664961636828644
EL11,business_as_usual,2051,0.6202046035805623,0.49616368286444984
EL11,business_as_usual,2052,0.6377877237851656,0.5102301790281325
EL11,business_as_usual,2053,0.6166879795396414,0.49335038363171313
EL11,business_as_usual,2054,0.7199488491048592,0.5759590792838875
EL11,business_as_usual,2055,0.6844629156010228,0.5475703324808182
EL11,divided_disparity,2025,0.4280690537084399,0.34245524296675195
EL11,divided_disparity,2026,0.38746803069053726,0.30997442455242985
EL11,divided_disparity,2027,0.48369565217391286,0.3869565217391303
EL11,divided_disparity,2028,0.4977621483375956,0.3982097186700765
EL11,divided_disparity,2029,0.558184143222506,0.4465473145780048
EL11,divided_disparity,2030,0.4347826086956519,0.3478260869565215
EL11,divided_disparity,2031,0.5057544757033243,0.4046035805626595
EL11,divided_disparity,2032,0.594309462915601,0.47544757033248086
EL11,divided_disparity,2033,0.5009590792838873,0.40076726342710983
EL11,divided_disparity,2034,0.6966112531969306,0.5572890025575445
EL11,divided_disparity,2035,0.591112531969309,0.47289002557544724
EL11,divided_disparity,2036,0.6240409207161122,0.49923273657288975
EL11,divided_disparity,2037,0.4715473145780051,0.3772378516624041
EL11,divided_disparity,2038,0.5764066496163683,0.46112531969309467
EL11,divided_disparity,2039,0.5700127877237845,0.45601023017902764
EL11,divided_disparity,2040,0.477621483375959,0.3820971867007672
EL11,divided_disparity,2041,0.5511508951406647,0.4409207161125318
EL11,divided_disparity,2042,0.49520460358056223,0.3961636828644498
EL11,divided_disparity,2043,0.4261508951406647,0.3409207161125318
EL11,divided_disparity,2044,0.7164322250639383,0.5731457800511507
EL11,divided_disparity,2045,0.5975063938618924,0.47800511508951393
EL11,divided_disparity,2046,0.607736572890025,0.48618925831202003
EL11,divided_disparity,2047,0.49328644501278734,0.3946291560102299
EL11,divided_disparity,2048,0.5799232736572889,0.46393861892583116
EL11,divided_disparity,2049,0.5620204603580561,0.4496163682864449
EL11,divided_disparity,2050,0.5527493606138104,0.44219948849104834
EL11,divided_disparity,2051,0.45012787723785136,0.36010230179028113
EL11,divided_disparity,2052,0.5290920716112529,0.42327365728900235
EL11,divided_disparity,2053,0.5457161125319689,0.4365728900255752
EL11,divided_disparity,2054,0.7100383631713549,0.568030690537084
EL11,divided_disparity,2055,0.48881074168797917,0.39104859335038333
EL11,green_global_resilience,2025,0.48785166240409156,0.39028132992327325
EL11,green_global_resilience,2026,0.48081841432225036,0.3846547314578003
EL11,green_global_resilience,2027,0.5374040920716113,0.4299232736572891
EL11,green_global_resilience,2028,0.5962276214833756,0.4769820971867005
EL11,green_global_resilience,2029,0.41304347826086896,0.3304347826086952
EL11,green_global_resilience,2030,0.4820971867007672,0.3856777493606138
EL11,green_global_resilience,2031,0.6093350383631714,0.4874680306905371
EL11,green_global_resilience,2032,0.5565856777493603,0.44526854219948825
EL11,green_global_resilience,2033,0.4750639386189257,0.3800511508951406
EL11,green_global_resilience,2034,0.5939897698209715,0.4751918158567772
EL11,green_global_resilience,2035,0.5498721227621483,0.43989769820971864
EL11,green_global_resilience,2036,0.563938618925831,0.4511508951406648
EL11,green_global_resilience,2037,0.5003196930946289,0.4002557544757031
EL11,green_global_resilience,2038,0.4757033248081838,0.380562659846547
EL11,green_global_resilience,2039,0.5431585677749357,0.4345268542199485
EL11,green_global_resilience,2040,0.5703324808184137,0.456265984654731
EL11,green_global_resilience,2041,0.6010230179028131,0.4808184143222505
EL11,green_global_resilience,2042,0.6035805626598464,0.48286445012787715
EL11,green_global_resilience,2043,0.5195012787723785,0.4156010230179028
EL11,green_global_resilience,2044,0.5917519181585674,0.47340153452685396
EL11,green_global_resilience,2045,0.6157289002557541,0.4925831202046033
EL11,green_global_resilience,2046,0.5501918158567771,0.4401534526854217
EL11,green_global_resilience,2047,0.6118925831202043,0.48951406649616347
EL11,green_global_resilience,2048,0.49584398976982064,0.39667519181585653
EL11,green_global_resilience,2049,0.477621483375959,0.3820971867007672
EL11,green_global_resilience,2050,0.6189258312020458,0.49514066496163667
EL11,green_global_resilience,2051,0.6508951406649613,0.5207161125319691
EL11,green_global_resilience,2052,0.5920716112531966,0.4736572890025573
EL11,green_global_resilience,2053,0.4331841432225062,0.346547314578005
EL11,green_global_resilience,2054,0.5268542199488485,0.4214833759590788
EL11,green_global_resilience,2055,0.574488491048593,0.45959079283887444
EL11,regional_fortress,2025,0.4280690537084399,0.34245524296675195
EL11,regional_fortress,2026,0.38746803069053726,0.30997442455242985
EL11,regional_fortress,2027,0.48369565217391286,0.3869565217391303
EL11,regional_fortress,2028,0.4977621483375956,0.3982097186700765
EL11,regional_fortress,2029,0.558184143222506,0.4465473145780048
EL11,regional_fortress,2030,0.4347826086956519,0.3478260869565215
